index,x1,x2,label
245,-2.2,-0.65,0
246,-1.85,-1.59,0
247,2.85,-1.45,0
248,-0.78,0.06,0
249,1.35,-2.33,0
250,0.24,1.97,0
251,1.17,1.4,0
252,3.37,0.08,0
253,0.35,-2.7,0
254,-1.62,1.46,0
255,-0.63,2.22,0
256,2.34,-2.06,0
257,-0.69,-0.24,0
258,-0.82,-2.29,0
259,0.75,-2.69,0
260,0.88,-2.43,0
261,1.25,1.52,0
262,0.76,-2.67,0
263,1.65,-0.24,0
264,0.75,1.92,0
265,-0.28,2.12,0
266,-2.11,0.52,0
267,-0.3,-0.88,0
268,-0.22,2.23,0
269,0.11,0.22,0
270,-0.21,-2.6,0
271,1.64,-2.23,0
272,0.2,-1.17,0
273,-1.15,-2.12,0
274,1.27,-2.56,0
275,3.27,-0.26,0
276,1.53,-2.2,0
277,-0.48,1.99,0
278,3.31,-0.19,0
279,3.22,-0.49,0
280,-1.75,1.25,0
281,-0.03,-2.49,0
282,2.62,-1.41,0
283,-1.3,1.78,0
284,1.94,-2.09,0
285,-1.02,-2.22,0
286,1.5,0.95,0
287,0.34,-2.56,0
288,-2.17,0.05,0
289,-0.59,-0.5,0
290,0.15,2.25,0
291,-0.81,-0.02,0
292,-1.51,1.67,0
293,-0.46,2.0,0
294,-0.63,2.23,0
295,-2.32,-0.4,0
296,-0.16,-0.9,0
297,3.0,-1.11,0
298,-1.22,-2.0,0
299,1.39,-2.51,0
300,2.57,-1.62,0
301,-2.26,-0.17,0
302,-0.34,0.41,0
303,-0.78,-2.43,0
304,-2.32,0.0,0
305,1.2,-2.3,0
306,-2.08,0.78,0
307,1.03,-2.49,0
308,3.14,0.08,0
309,0.9,1.94,0
310,0.72,-1.13,0
311,0.24,2.15,0
312,-0.15,-2.47,0
313,-0.75,1.96,0
314,-2.18,-0.38,0
315,-0.16,-1.0,0
316,-0.62,-2.43,0
317,1.66,0.79,0
318,1.03,-0.98,0
319,1.86,-2.26,0
320,-2.34,0.12,0
321,-1.64,1.43,0
322,2.39,-1.74,0
323,-0.74,-0.35,0
324,-1.24,-2.12,0
325,1.21,1.65,0
326,0.76,-1.06,0
327,-1.61,-1.76,0
328,0.54,2.07,0
329,1.37,1.62,0
330,2.93,-1.03,0
331,1.11,-0.74,0
332,-1.85,0.96,0
333,-0.01,0.74,0
334,0.57,-1.14,0
335,2.37,-1.76,0
336,0.75,-2.59,0
337,-2.22,0.21,0
338,1.5,-0.49,0
339,-2.19,0.26,0
340,0.13,0.46,0
341,-0.94,-2.42,0
342,-0.81,-2.47,0
343,-1.77,-1.44,0
344,-2.26,-0.92,0
345,-0.78,-0.15,0
346,1.8,0.22,0
347,-2.27,-0.02,0
348,0.1,2.19,0
349,3.14,0.14,0
350,2.83,-1.36,0
351,0.24,-0.93,0
352,-2.29,-0.52,0
353,-1.15,-2.08,0
354,0.08,-1.08,0
355,1.33,1.44,0
356,-0.81,-2.21,0
357,2.63,-1.62,0
358,1.1,1.72,0
359,1.63,-0.11,0
360,1.25,-2.35,0
361,-2.12,-0.19,0
362,-1.51,1.74,0
363,1.63,0.32,0
364,-0.53,-0.2,0
365,0.22,0.55,0
366,-2.11,-0.07,0
367,1.11,-0.95,0
368,3.08,-0.37,0
369,-0.35,-0.58,0
370,-0.95,1.83,0
371,0.21,2.21,0
372,1.49,-0.25,0
373,-0.09,-2.57,0
374,-1.89,-1.49,0
375,-0.57,-2.3,0
376,-0.53,-0.13,0
377,0.79,1.92,0
378,-1.82,1.07,0
379,-0.7,2.04,0
380,-0.48,0.66,0
381,1.16,-0.69,0
382,3.08,-0.83,0
383,0.72,-1.17,0
384,1.9,-2.12,0
385,1.4,-2.38,0
386,0.12,2.07,0
387,-1.31,1.74,0
388,1.32,-2.59,0
389,-1.31,-2.01,0
390,1.65,-2.4,0
391,0.02,-2.62,0
392,-1.09,-2.0,0
393,2.67,-1.32,0
394,1.35,-2.49,0
395,1.06,-1.04,0
396,-0.32,-2.42,0
397,-0.57,-0.45,0
398,-0.43,2.11,0
399,0.15,2.13,0
400,1.4,-0.72,0
401,2.89,-1.13,0
402,-0.6,-0.46,0
403,0.29,0.45,0
404,1.46,1.42,0
405,3.2,0.1,0
406,1.79,0.45,0
407,1.49,-2.36,0
408,0.69,-0.98,0
409,-2.1,-0.42,0
410,3.12,-0.78,0
411,-0.65,-2.48,0
412,3.35,-0.37,0
413,-2.09,-0.1,0
414,3.15,-0.22,0
415,1.63,-2.31,0
416,0.51,-2.64,0
417,2.51,-1.81,0
418,-1.92,-1.29,0
419,0.76,1.98,0
420,-2.01,0.75,0
421,1.47,-0.22,0
422,0.53,-2.55,0
423,0.8,-0.96,0
424,-2.27,-0.29,0
425,-1.97,0.76,0
426,-1.44,-1.79,0
427,-0.0,-2.56,0
428,-0.26,-0.64,0
429,-2.07,-1.15,0
430,-0.37,2.15,0
431,-2.24,-0.72,0
432,-1.11,-2.01,0
433,-2.33,-0.18,0
434,-0.62,-2.46,0
435,-1.92,0.83,0
436,-1.08,1.84,0
437,1.54,0.97,0
438,1.68,-0.31,0
439,-1.23,-2.14,0
440,-1.03,-2.2,0
441,1.04,-0.87,0
442,3.11,-0.29,0
443,-1.37,-1.76,0
444,-2.04,0.76,0
445,1.5,-2.24,0
446,-1.73,1.42,0
447,-1.46,1.69,0
448,1.72,0.45,0
449,0.47,-0.96,0
450,-0.82,-2.24,0
451,1.55,-2.2,0
452,-1.47,-1.96,0
453,0.44,1.97,0
454,-2.07,-0.26,0
455,-2.23,0.19,0
456,3.0,-0.94,0
457,0.14,2.08,0
458,0.53,-0.91,0
459,2.11,-1.86,0
460,2.32,-1.64,0
461,-0.43,0.37,0
462,1.38,-0.65,0
463,-2.04,-1.23,0
464,0.51,-2.47,0
465,-2.05,-0.83,0
466,1.17,-0.73,0
467,-0.14,-0.86,0
468,-1.87,1.12,0
469,1.11,-2.65,0
470,1.42,-0.33,0
471,-0.58,-0.24,0
472,-2.26,0.48,0
473,1.09,-0.85,0
474,-0.61,0.17,0
475,0.43,-2.66,0
476,1.33,-2.43,0
477,-0.13,2.09,0
478,1.73,0.96,0
479,1.8,0.73,0
480,0.71,2.03,0
481,-2.2,-0.24,0
482,-2.05,0.69,0
483,0.68,1.82,0
484,-1.96,-1.39,0
485,-1.32,-1.96,0
486,-2.17,0.36,0
487,0.1,2.23,0
488,-2.01,-1.01,0
489,-2.16,-0.31,0
490,1.16,1.68,0
491,1.57,1.06,0
492,-2.24,0.44,0
493,-1.96,-0.71,0
494,-2.18,-0.94,0
495,0.37,2.2,0
496,-2.16,0.07,0
497,3.38,-0.06,0
498,-0.51,2.08,0
499,1.61,-2.44,0
500,-0.8,-0.16,0
501,2.22,-2.09,0
502,2.84,-0.82,0
503,1.61,0.39,0
504,0.07,0.53,0
505,-1.51,1.4,0
506,1.06,-1.02,0
507,3.07,-0.31,0
508,2.45,-1.81,0
509,3.1,-0.75,0
510,-2.03,-0.79,0
511,-1.88,0.94,0
512,1.42,-2.33,0
513,-1.62,-1.48,0
514,1.77,0.21,0
515,2.97,-1.01,0
516,-0.75,1.87,0
517,0.32,-2.68,0
518,-1.78,1.4,0
519,1.13,-0.9,0
520,1.63,1.11,0
521,-2.25,0.06,0
522,0.08,-0.91,0
523,0.09,0.64,0
524,-0.56,2.01,0
525,0.22,-2.58,0
526,-2.24,-0.99,0
527,1.17,1.38,0
528,-0.72,-2.34,0
529,-1.64,1.44,0
530,3.34,0.1,0
531,0.27,-2.69,0
532,1.38,-2.43,0
533,1.69,0.47,0
534,0.31,-1.13,0
535,1.33,-0.85,0
536,-0.73,2.18,0
537,-1.77,1.13,0
538,1.08,-0.82,0
539,0.55,-2.61,0
540,1.97,-2.18,0
541,1.34,1.34,0
542,-1.7,1.02,0
543,-2.32,-0.59,0
544,-0.58,-2.4,0
545,0.19,-1.17,0
546,1.7,0.71,0
547,-0.39,-2.42,0
548,-2.33,0.15,0
549,2.49,-1.72,0
550,-0.96,1.89,0
551,-0.12,2.06,0
552,1.46,1.17,0
553,1.54,-0.07,0
554,-1.65,-1.53,0
555,1.59,0.54,0
556,2.11,-2.24,0
557,1.63,0.55,0
558,-1.56,-1.86,0
559,-2.15,0.07,0
560,-1.91,-1.07,0
561,2.47,-1.74,0
562,0.59,-1.1,0
563,0.25,-0.92,0
564,-0.29,-0.93,0
565,-0.55,-0.25,0
566,-2.09,0.71,0
567,0.73,-1.11,0
568,1.09,-2.46,0
569,-0.03,0.66,0
570,0.59,2.08,0
571,-1.33,1.53,0
572,1.51,-0.49,0
573,0.79,1.92,0
574,1.52,-0.28,0
575,1.64,0.73,0
576,2.78,-1.08,0
577,-0.38,2.09,0
578,0.22,1.98,0
579,-2.18,-0.82,0
580,-1.73,-1.61,0
581,-1.51,-1.75,0
582,-0.62,-0.36,0
583,-2.26,-0.09,0
584,-0.32,-2.61,0
585,0.74,-2.64,0
586,-2.1,-0.38,0
587,-0.14,-0.97,0
588,-0.76,-0.27,0
589,1.24,1.56,0
590,2.96,-1.24,0
591,-1.3,1.54,0
592,2.42,-1.76,0
593,-1.04,1.68,0
594,0.05,-2.57,0
595,-1.6,1.62,0
596,-0.89,-2.39,0
597,1.54,1.38,0
598,2.46,-1.66,0
599,1.65,0.56,0
600,0.32,0.43,0
601,-0.58,-2.32,0
602,-1.42,-2.04,0
603,-1.71,-1.62,0
604,-1.2,-1.92,0
605,-2.22,-0.25,0
606,-0.27,-0.86,0
607,-1.68,-1.77,0
608,0.36,0.4,0
609,1.11,-0.8,0
610,-0.35,2.11,0
611,0.48,2.17,0
612,-0.26,-0.79,0
613,-0.5,2.22,0
614,-2.03,-1.08,0
615,0.29,2.07,0
616,-1.06,-2.23,0
617,1.57,-0.36,0
618,0.31,-1.03,0
619,-0.19,-2.56,0
620,-1.66,-1.85,0
621,-0.75,2.1,0
622,0.08,-0.94,0
623,-1.69,-1.66,0
624,-0.12,-2.43,0
625,0.56,-1.04,0
626,-1.26,-1.99,0
627,0.7,1.81,0
628,2.69,-1.36,0
629,-0.11,-2.67,0
630,1.73,0.71,0
631,2.84,-0.93,0
632,0.05,0.5,0
633,1.07,-0.76,0
634,1.58,-0.01,0
635,-0.62,-2.33,0
636,-2.12,0.95,0
637,-1.27,1.73,0
638,1.46,-0.3,0
639,-0.11,-2.46,0
640,-0.24,-0.69,0
641,1.6,0.02,0
642,0.87,-2.47,0
643,-0.89,1.87,0
644,2.09,-2.09,0
645,-2.24,-0.69,0
646,0.75,-2.7,0
647,1.14,-0.8,0
648,1.39,1.41,0
649,0.56,1.95,0
650,-1.74,1.41,0
651,-1.35,1.58,0
652,1.17,-2.45,0
653,0.78,-1.03,0
654,1.71,-2.16,0
655,2.45,-1.8,0
656,-0.77,-0.02,0
657,0.37,0.39,0
658,1.75,0.96,0
659,0.03,2.06,0
660,3.31,-0.37,0
661,-0.73,0.1,0
662,0.33,-2.74,0
663,-1.3,1.67,0
664,-0.03,-0.95,0
665,0.48,2.09,0
666,0.42,2.07,0
667,1.64,0.06,0
668,1.75,0.96,0
669,-0.29,2.14,0
670,3.17,-0.48,0
671,-1.03,1.72,0
672,3.02,-0.75,0
673,-0.24,0.48,0
674,-0.59,0.16,0
675,-0.09,0.61,0
676,-1.72,-1.71,0
677,1.47,-0.44,0
678,-2.37,-0.13,0
679,0.68,-2.69,0
680,1.18,1.72,0
681,1.66,-0.01,0
682,-0.61,-2.38,0
683,-1.57,1.69,0
684,0.46,-1.11,0
685,-0.72,-0.47,0
686,-0.53,-2.59,0
687,1.97,-2.26,0
688,2.45,-1.79,0
689,-1.92,1.08,0
690,0.53,-1.16,0
691,1.47,-0.19,0
692,-1.16,1.81,0
693,1.9,-2.39,0
694,-1.79,-1.55,0
695,1.74,0.56,0
696,0.04,-2.61,0
697,-0.74,1.95,0
698,3.36,-0.24,0
699,-0.68,2.08,0
700,1.53,-2.5,0
701,0.07,0.4,0
702,-0.83,-2.43,0
703,0.03,2.11,0
704,-1.71,1.31,0
705,1.2,-0.79,0
706,2.73,-1.31,0
707,1.24,-0.6,0
708,-2.27,0.1,0
709,-2.03,-0.54,0
710,1.93,-2.29,0
711,-1.17,1.64,0
712,1.46,-2.37,0
713,-2.12,0.81,0
714,3.1,-0.66,0
715,-0.65,-2.33,0
716,2.69,-1.45,0
717,2.89,-0.83,0
718,0.95,-2.58,0
719,-0.11,-0.77,0
720,-0.09,-0.88,0
721,-2.03,-0.83,0
722,1.84,0.56,0
723,0.24,2.14,0
724,0.76,-0.86,0
725,0.2,-2.56,0
726,1.71,-2.15,0
727,0.14,-1.08,0
728,-2.03,0.88,0
729,0.01,2.26,0
730,0.72,-2.7,0
731,-1.37,1.71,0
732,-0.56,-2.48,0
733,-2.17,0.17,0
734,3.18,-0.34,0
735,-0.32,2.0,0
736,3.2,-0.11,0
737,-0.32,2.21,0
738,0.93,-1.05,0
739,0.36,-2.6,0
740,1.66,0.64,0
741,-2.12,0.08,0
742,-1.88,-1.32,0
743,1.21,-0.76,0
744,-0.13,0.63,0
745,3.39,-0.2,0
746,1.19,-2.61,0
747,-0.29,-0.87,0
748,1.65,-2.3,0
749,1.83,0.32,0
750,1.68,0.13,0
751,0.42,-2.67,0
752,-0.05,-2.58,0
753,1.84,-2.19,0
754,0.12,-1.13,0
755,-0.27,-2.52,0
756,-1.32,1.81,0
757,1.37,1.4,0
758,-0.53,-2.41,0
759,1.62,-2.39,0
760,1.3,1.44,0
761,0.39,-1.2,0
762,3.41,-0.06,0
763,2.81,-1.24,0
764,1.68,0.81,0
765,1.24,-2.39,0
766,-0.64,-0.42,0
767,2.75,-1.45,0
768,0.23,-2.67,0
769,1.31,-0.63,0
770,1.55,0.95,0
771,-2.19,-0.42,0
772,0.67,1.91,0
773,-0.53,-2.54,0
774,-2.1,-0.39,0
775,1.41,-0.53,0
776,-2.27,-0.67,0
777,0.26,0.39,0
778,-0.33,-0.91,0
779,0.7,-1.11,0
780,0.97,1.83,0
781,0.19,0.42,0
782,2.76,-1.26,0
783,1.65,-0.12,0
784,1.7,0.63,0
785,0.44,2.01,0
786,2.91,-0.95,0
787,0.82,1.88,0
788,-0.78,2.15,0
789,1.66,1.14,0
790,3.15,-0.22,0
791,0.7,2.0,0
792,-0.72,-0.41,0
793,-1.58,-1.66,0
794,-0.86,-2.41,0
795,0.39,1.95,0
796,1.5,-0.5,0
797,-0.3,2.22,0
798,-0.9,2.09,0
799,3.3,-0.0,0
800,1.77,-2.19,0
801,-2.03,-1.05,0
802,1.02,-0.83,0
803,-1.28,-2.05,0
804,-0.01,-2.44,0
805,-0.8,-0.24,0
806,0.24,2.05,0
807,1.29,1.68,0
808,-2.37,0.02,0
809,-1.67,-1.59,0
810,0.91,-0.85,0
811,-1.4,1.86,0
812,3.41,0.07,0
813,0.0,0.67,0
814,0.57,2.04,0
815,1.01,1.6,0
816,-0.18,2.02,0
817,2.03,-1.92,0
818,-0.91,1.92,0
819,2.38,-1.79,0
820,-2.2,-0.08,0
821,-0.65,2.06,0
822,1.87,0.14,0
823,1.17,-2.61,0
824,-1.84,-1.28,0
825,1.28,-0.52,0
826,-0.08,-0.88,0
827,-0.14,-0.88,0
828,2.75,-1.39,0
829,-0.05,2.01,0
830,1.18,-2.43,0
831,2.37,-1.65,0
832,1.44,-0.31,0
833,-0.27,0.49,0
834,0.8,-0.95,0
835,0.2,-2.75,0
836,0.2,0.61,0
837,-2.3,0.26,0
838,1.08,-0.72,0
839,0.02,-2.6,0
840,-1.36,1.66,0
841,-2.06,0.36,0
842,1.5,0.95,0
843,-1.06,1.82,0
844,-0.46,0.53,0
845,1.11,-2.58,0
846,2.53,-1.5,0
847,-0.2,-2.48,0
848,-1.57,1.49,0
849,1.56,-2.25,0
850,0.27,0.3,0
851,-1.68,-1.65,0
852,0.13,-2.63,0
853,1.22,1.55,0
854,1.91,-2.08,0
855,0.2,0.02,0
856,-1.82,-1.09,0
857,1.65,1.22,0
858,-1.92,-0.99,0
859,1.66,0.11,0
860,1.33,-0.55,0
861,-2.02,-0.97,0
862,-1.78,1.2,0
863,0.96,-0.77,0
864,2.25,-1.74,0
865,2.25,-1.84,0
866,-2.21,0.43,0
867,-0.83,-2.11,0
868,-0.99,1.87,0
869,0.97,-2.6,0
870,1.35,-2.44,0
871,-0.02,-2.59,0
872,1.79,0.08,0
873,-0.06,0.59,0
874,-1.66,-1.65,0
875,-0.33,2.03,0
876,2.43,-1.71,0
877,1.82,-2.24,0
878,-1.93,0.74,0
879,0.42,2.21,0
880,-0.97,-2.33,0
881,-0.8,-2.38,0
882,-1.37,-1.82,0
883,1.67,-2.36,0
884,-2.32,-0.14,0
885,-1.96,1.14,0
886,-1.94,1.07,0
887,2.38,-1.81,0
888,0.71,2.11,0
889,1.62,-2.41,0
890,-1.87,1.12,0
891,-0.71,-0.27,0
892,-1.04,1.89,0
893,1.63,0.97,0
894,-2.1,0.89,0
895,1.68,-2.23,0
896,0.82,-0.81,0
897,-1.39,1.54,0
898,-2.28,-0.14,0
899,0.18,-2.52,0
900,2.91,-1.09,0
901,-2.29,0.4,0
902,2.7,-1.22,0
903,1.05,1.66,0
904,0.23,-2.6,0
905,0.03,-2.52,0
906,-2.07,0.48,0
907,0.88,-1.01,0
908,0.38,2.2,0
909,1.72,1.05,0
910,3.06,-0.61,0
911,-1.7,-1.35,0
912,2.75,-1.41,0
913,1.59,1.15,0
914,-0.63,2.04,0
915,-2.36,-0.03,0
916,0.74,1.8,0
917,-1.05,1.96,0
918,-2.29,-0.63,0
919,0.02,0.69,0
920,0.93,1.76,0
921,0.34,0.07,0
922,-1.59,1.52,0
923,-2.14,-0.65,0
924,-0.57,-0.35,0
925,1.62,-0.05,0
926,0.82,-2.48,0
927,1.46,-2.48,0
928,0.3,2.11,0
929,1.25,-2.63,0
930,1.6,0.83,0
931,-0.86,-2.18,0
932,-2.08,0.44,0
933,-0.74,2.13,0
934,-1.73,-1.72,0
935,0.06,0.5,0
936,0.64,-1.1,0
937,1.76,1.16,0
938,-1.33,-2.07,0
939,-1.04,-2.24,0
940,-1.36,-2.03,0
941,0.08,-2.54,0
942,-0.6,-0.21,0
943,-0.39,-0.57,0
944,1.84,-2.14,0
945,0.64,1.99,0
946,-2.35,-0.02,0
947,-1.74,1.13,0
948,-1.95,-1.13,0
949,-0.65,-0.28,0
950,0.15,-2.68,0
951,-0.13,-0.87,0
952,-1.48,-2.05,0
953,-0.04,1.99,0
954,-1.64,1.43,0
955,-1.55,-1.74,0
956,0.45,1.93,0
957,-0.39,0.57,0
958,3.06,-0.59,0
959,-2.09,0.92,0
960,-0.27,-2.48,0
961,-2.01,0.76,0
962,1.09,-2.46,0
963,-2.28,-0.01,0
964,-0.31,-0.9,0
965,-1.74,-1.28,0
966,0.64,-1.1,0
967,1.24,-2.34,0
968,-1.47,-2.08,0
969,2.96,-0.91,0
970,-1.86,-1.17,0
971,1.63,-0.38,0
972,-2.23,0.36,0
973,0.18,-2.51,0
974,-0.8,-2.27,0
975,1.05,1.73,0
976,-1.65,-1.49,0
977,2.8,-1.18,0
978,-1.41,-2.03,0
979,0.54,1.98,0
980,2.66,-1.58,0
981,1.38,-2.47,0
982,1.87,-2.25,0
983,-0.42,-0.8,0
984,1.66,0.85,0
985,0.61,-2.46,0
986,1.65,0.51,0
987,-0.67,-0.19,0
988,-1.45,-1.84,0
989,0.89,-2.44,0
990,-1.73,-1.41,0
991,0.86,1.67,0
992,-2.12,0.24,0
993,-0.06,0.58,0
994,-2.26,0.28,0
995,1.74,-2.3,0
996,-0.53,-0.08,0
997,0.31,1.95,0
998,0.51,-1.12,0
999,0.3,2.02,0
1000,0.46,1.03,1
1001,1.83,1.9,1
1002,0.46,1.18,1
1003,-1.08,-1.86,1
1004,0.73,0.45,1
1005,2.18,1.66,1
1006,2.33,-0.5,1
1007,-0.03,-0.76,1
1008,0.34,1.2,1
1009,1.95,-1.11,1
1010,-1.62,-1.63,1
1011,-1.82,0.84,1
1012,2.01,-1.23,1
1013,0.37,3.02,1
1014,-0.69,-2.06,1
1015,-0.35,1.52,1
1016,0.43,-2.22,1
1017,1.54,-1.46,1
1018,-0.08,1.51,1
1019,2.32,0.85,1
1020,0.5,-2.23,1
1021,2.14,-0.74,1
1022,-1.13,-1.82,1
1023,-1.4,-1.72,1
1024,-0.09,1.47,1
1025,0.44,2.93,1
1026,-0.04,1.53,1
1027,-1.09,1.39,1
1028,-2.15,-0.49,1
1029,-1.36,2.89,1
1030,0.79,-1.91,1
1031,0.71,0.62,1
1032,1.36,2.51,1
1033,-1.7,0.99,1
1034,-0.58,-0.34,1
1035,2.42,0.85,1
1036,-1.07,2.91,1
1037,0.19,3.1,1
1038,-0.4,-0.48,1
1039,-1.07,-1.9,1
1040,0.25,1.27,1
1041,-1.75,0.6,1
1042,0.25,1.21,1
1043,2.11,1.76,1
1044,-1.43,1.08,1
1045,-1.08,3.15,1
1046,0.14,-2.12,1
1047,1.07,-1.83,1
1048,1.99,1.83,1
1049,2.49,-0.13,1
1050,0.86,2.75,1
1051,0.88,0.34,1
1052,-0.25,-2.25,1
1053,0.56,-2.06,1
1054,0.95,0.11,1
1055,2.26,0.76,1
1056,-1.22,-1.93,1
1057,2.01,-1.33,1
1058,0.7,2.81,1
1059,2.37,0.36,1
1060,2.03,1.45,1
1061,-1.71,0.84,1
1062,-1.19,-1.93,1
1063,-0.43,3.12,1
1064,-1.88,-0.83,1
